Dimension:    76    61    27
      lon       lat       dep        vp        dvp      dws_p      vs        dvs      dws_s     VpVs     vpvst
   121.560    22.420    50.000     7.962     1.156    20.201     4.328    -4.984     9.223     1.840     6.462
   121.560    22.420    55.000     8.040     1.605    13.088     4.411    -3.669     5.190     1.823     5.475
   121.560    22.420    60.000     7.972      .214     6.926     4.491    -2.454     4.862     1.775     2.735
   121.560    22.420    65.000     8.017      .250     4.493     4.552    -1.642     7.823     1.761     1.924
   121.560    22.420    70.000     8.129     1.120     8.242     4.593    -1.268     6.798     1.770     2.418
   121.560    22.420    80.000     8.140      .494    11.602     4.575    -2.410    11.925     1.779     2.976
   121.560    22.420    90.000     8.262     1.225    10.289     4.592    -2.774    12.550     1.799     4.113
   121.560    22.420   100.000     8.277      .596     3.268     4.677    -1.785     3.323     1.770     2.424
   121.560    22.420   120.000     8.531     2.204    13.257     4.734    -1.988     9.458     1.802     4.277
   121.560    22.420   140.000     8.454      .000      .125     4.892      .000      .036     1.728      .000
   121.560    22.420   170.000     8.525      .000      .000     4.933      .000      .000     1.728      .000
   121.560    22.420   200.000     8.725      .000      .000     5.049      .000      .000     1.728      .000
   121.560    22.420   250.000     8.800      .000      .000     5.093      .000      .000     1.728      .000
   121.560    22.420   300.000     8.900      .000      .000     5.150      .000      .000     1.728      .000
   121.560    22.500    -5.000     3.000      .000      .000     1.736      .000      .000     1.728      .000
   121.560    22.500      .000     3.847      .000      .000     2.226      .000      .000     1.728      .000
   121.560    22.500      .500     4.145      .000      .000     2.399      .000      .000     1.728      .000
   121.560    22.500     3.000     4.648      .000      .000     2.690      .000      .000     1.728      .000
   121.560    22.500     6.000     5.072    -1.111     1.087     2.972      .135     1.232     1.707    -1.244
   121.560    22.500    10.000     5.500    -2.793     9.323     3.332     1.772     9.490     1.651    -4.485
   121.560    22.500    15.000     6.005     -.612     8.947     3.599     2.917    11.118     1.669    -3.429
   121.560    22.500    20.000     6.656     4.277    14.298     3.866     4.656    16.941     1.722     -.362
   121.560    22.500    25.000     7.154     7.385    25.417     4.133     7.211    22.142     1.731      .162
   121.560    22.500    30.000     7.473     6.803    26.257     4.280     5.679    27.293     1.746     1.064
   121.560    22.500    35.000     7.785     5.231    14.530     4.298      .397    12.520     1.811     4.815
   121.560    22.500    40.000     7.611      .728     8.837     4.244    -2.950     7.072     1.793     3.790
   121.560    22.500    45.000     7.651     -.817    13.402     4.238    -5.063     9.390     1.805     4.472
   121.560    22.500    50.000     7.811     -.762    14.938     4.289    -5.840     2.258     1.821     5.392
   121.560    22.500    55.000     7.937      .303    12.238     4.333    -5.372     9.632     1.832     5.998
   121.560    22.500    60.000     7.954     -.013    10.575     4.456    -3.215     3.463     1.785     3.308
   121.560    22.500    65.000     8.057      .750     8.704     4.474    -3.328     2.974     1.801     4.218
   121.560    22.500    70.000     8.175     1.692     8.631     4.561    -1.956    11.291     1.792     3.721
   121.560    22.500    80.000     8.178      .963     6.215     4.550    -2.944     5.888     1.797     4.025
   121.560    22.500    90.000     8.141     -.257     9.599     4.596    -2.689     8.725     1.771     2.499
   121.560    22.500   100.000     8.155     -.887    10.795     4.693    -1.449    12.218     1.738      .570
   121.560    22.500   120.000     8.568     2.648     9.507     4.709    -2.505     9.158     1.819     5.285
   121.560    22.500   140.000     8.867     4.885     3.142     4.733    -3.250     3.246     1.873     8.409
   121.560    22.500   170.000     8.525      .000      .000     4.933      .000      .000     1.728      .000
   121.560    22.500   200.000     8.725      .000      .000     5.049      .000      .000     1.728      .000
   121.560    22.500   250.000     8.800      .000      .000     5.093      .000      .000     1.728      .000
   121.560    22.500   300.000     8.900      .000      .000     5.150      .000      .000     1.728      .000
   121.560    22.580    -5.000     3.000      .000      .000     1.736      .000      .000     1.728      .000
   121.560    22.580      .000     3.847      .000      .000     2.226      .000      .000     1.728      .000
   121.560    22.580      .500     4.145      .000      .001     2.399      .000      .002     1.728      .000
   121.560    22.580     3.000     4.596    -1.119      .058     2.699      .335      .050     1.703    -1.448
   121.560    22.580     6.000     4.827    -5.888     5.095     3.010     1.415     5.067     1.604    -7.201
   121.560    22.580    10.000     5.352    -5.408    15.856     3.369     2.902    17.273     1.589    -8.076
   121.560    22.580    15.000     5.863    -2.963    16.994     3.671     4.976    17.370     1.597    -7.562
   121.560    22.580    20.000     6.619     3.697    21.961     3.954     7.038    22.555     1.674    -3.121
   121.560    22.580    25.000     7.237     8.631    27.025     4.213     9.287    27.489     1.718     -.600
   121.560    22.580    30.000     7.482     6.932    24.860     4.393     8.469    32.711     1.703    -1.418
   121.560    22.580    35.000     8.012     8.300    26.334     4.340     1.378    10.671     1.846     6.827
   121.560    22.580    40.000     7.638     1.085     3.685     4.258    -2.630     9.459     1.794     3.815
   121.560    22.580    45.000     7.512    -2.619    11.193     4.265    -4.458     5.692     1.761     1.925
   121.560    22.580    50.000     7.685    -2.363    12.439     4.288    -5.862     8.199     1.792     3.716
   121.560    22.580    55.000     7.805    -1.365     7.034     4.272    -6.705     7.958     1.827     5.723
   121.560    22.580    60.000     7.915     -.503    13.657     4.370    -5.083     2.876     1.811     4.825
   121.560    22.580    65.000     8.051      .675     3.086     4.453    -3.781      .008     1.808     4.632
   121.560    22.580    70.000     8.072      .410     5.114     4.475    -3.805     2.387     1.804     4.382
   121.560    22.580    80.000     8.187     1.074    11.817     4.497    -4.074    13.910     1.821     5.367
   121.560    22.580    90.000     8.208      .564     1.111     4.592    -2.774     3.371     1.787     3.432
   121.560    22.580   100.000     8.275      .571    19.331     4.703    -1.239    18.381     1.760     1.833
   121.560    22.580   120.000     8.763     4.984    20.300     4.732    -2.029    19.950     1.852     7.158
   121.560    22.580   140.000     8.890     5.157     2.917     4.763    -2.637     2.567     1.866     8.005
   121.560    22.580   170.000     8.525      .000      .000     4.933      .000      .000     1.728      .000
   121.560    22.580   200.000     8.725      .000      .000     5.049      .000      .000     1.728      .000
   121.560    22.580   250.000     8.800      .000      .000     5.093      .000      .000     1.728      .000
   121.560    22.580   300.000     8.900      .000      .000     5.150      .000      .000     1.728      .000
   121.560    22.660    -5.000     3.000      .000      .002     1.736      .000      .002     1.728      .000
   121.560    22.660      .000     3.847      .000      .239     2.226      .000      .235     1.728      .000
   121.560    22.660      .500     4.145      .000      .472     2.399      .000      .523     1.728      .000
   121.560    22.660     3.000     4.496    -3.270     2.362     2.637    -1.970     2.263     1.705    -1.326
   121.560    22.660     6.000     4.901    -4.445     7.546     2.973      .168     7.506     1.649    -4.606
   121.560    22.660    10.000     5.409    -4.401    17.055     3.399     3.818    17.873     1.591    -7.917
   121.560    22.660    15.000     5.919    -2.036    20.168     3.793     8.464    22.479     1.561    -9.681
   121.560    22.660    20.000     6.659     4.324    26.673     4.099    10.964    31.847     1.625    -5.984
   121.560    22.660    25.000     7.300     9.577    35.530     4.311    11.829    35.036     1.693    -2.014
   121.560    22.660    30.000     7.301     4.345    24.103     4.406     8.790    29.364     1.657    -4.086
   121.560    22.660    35.000     7.885     6.583    27.299     4.358     1.799    21.036     1.809     4.700
   121.560    22.660    40.000     7.721     2.184     9.262     4.253    -2.744     7.472     1.815     5.067
   121.560    22.660    45.000     7.589    -1.620    10.798     4.273    -4.279     3.465     1.776     2.777
   121.560    22.660    50.000     7.669    -2.566    11.646     4.326    -5.027     7.642     1.773     2.591
   121.560    22.660    55.000     7.775    -1.744     4.821     4.279    -6.552     7.272     1.817     5.145
   121.560    22.660    60.000     7.948     -.088    14.339     4.362    -5.256     6.274     1.822     5.455
   121.560    22.660    65.000     8.150     1.913    18.896     4.427    -4.343     1.906     1.841     6.540
   121.560    22.660    70.000     8.085      .572     8.630     4.465    -4.020     2.338     1.811     4.784
   121.560    22.660    80.000     8.111      .136    14.423     4.472    -4.608     8.005     1.814     4.972
   121.560    22.660    90.000     8.271     1.335      .626     4.611    -2.371     5.902     1.794     3.797
   121.560    22.660   100.000     8.443     2.613    11.442     4.749     -.273     9.861     1.778     2.894
   121.560    22.660   120.000     8.749     4.816    23.982     4.792     -.787    23.750     1.826     5.647
   121.560    22.660   140.000     8.710     3.028     1.728     4.869     -.470     1.808     1.789     3.515
   121.560    22.660   170.000     8.525      .000      .000     4.933      .000      .000     1.728      .000
   121.560    22.660   200.000     8.725      .000      .000     5.049      .000      .000     1.728      .000
   121.560    22.660   250.000     8.800      .000      .000     5.093      .000      .000     1.728      .000
   121.560    22.660   300.000     8.900      .000      .000     5.150      .000      .000     1.728      .000
   121.560    22.740    -5.000     3.000      .000      .001     1.736      .000      .001     1.728      .000
   121.560    22.740      .000     3.847      .000      .055     2.226      .000      .054     1.728      .000
   121.560    22.740      .500     4.145      .000      .200     2.399      .000      .203     1.728      .000
   121.560    22.740     3.000     4.605     -.925     1.648     2.640    -1.859     1.384     1.744      .951
   121.560    22.740     6.000     5.114     -.292    10.155     2.971      .101     8.055     1.721     -.393
   121.560    22.740    10.000     5.738     1.414    20.241     3.457     5.589    21.513     1.660    -3.955
   121.560    22.740    15.000     6.353     5.147    27.850     3.988    14.041    33.209     1.593    -7.798
   121.560    22.740    20.000     6.964     9.102    36.102     4.268    15.539    39.970     1.632    -5.571
   121.560    22.740    25.000     7.363    10.522    35.542     4.309    11.777    30.851     1.709    -1.122
   121.560    22.740    30.000     7.527     7.575    23.717     4.261     5.210    20.892     1.766     2.248
   121.560    22.740    35.000     7.817     5.664    24.459     4.349     1.588    34.801     1.797     4.012
   121.560    22.740    40.000     7.661     1.390    32.532     4.242    -2.996    17.395     1.806     4.521
   121.560    22.740    45.000     7.650     -.830    18.182     4.271    -4.323    17.010     1.791     3.652
   121.560    22.740    50.000     7.717    -1.957    11.791     4.371    -4.040     9.528     1.765     2.171
   121.560    22.740    55.000     7.793    -1.516    16.955     4.349    -5.023     3.611     1.792     3.692
   121.560    22.740    60.000     7.857    -1.232    12.797     4.375    -4.974     8.149     1.796     3.938
   121.560    22.740    65.000     8.132     1.688    19.386     4.445    -3.954     6.580     1.829     5.875
   121.560    22.740    70.000     8.160     1.505    18.809     4.489    -3.504    13.856     1.818     5.191
   121.560    22.740    80.000     8.145      .556    10.565     4.475    -4.544     5.455     1.820     5.342
   121.560    22.740    90.000     8.282     1.470     3.097     4.611    -2.371     5.582     1.796     3.935
   121.560    22.740   100.000     8.419     2.321     7.759     4.736     -.546     6.130     1.778     2.883
   121.560    22.740   120.000     8.648     3.606    23.798     4.805     -.518    20.679     1.800     4.145
   121.560    22.740   140.000     8.454      .000      .902     4.892      .000     1.025     1.728      .000
   121.560    22.740   170.000     8.525      .000      .000     4.933      .000      .000     1.728      .000
   121.560    22.740   200.000     8.725      .000      .000     5.049      .000      .000     1.728      .000
   121.560    22.740   250.000     8.800      .000      .000     5.093      .000      .000     1.728      .000
   121.560    22.740   300.000     8.900      .000      .000     5.150      .000      .000     1.728      .000
   121.560    22.820    -5.000     3.000      .000      .000     1.736      .000      .000     1.728      .000
   121.560    22.820      .000     3.847      .000      .000     2.226      .000      .000     1.728      .000
   121.560    22.820      .500     4.145      .000      .000     2.399      .000      .000     1.728      .000
   121.560    22.820     3.000     4.648      .000      .000     2.690      .000      .000     1.728      .000
   121.560    22.820     6.000     5.229     1.950     5.385     3.032     2.156     5.472     1.725     -.202
   121.560    22.820    10.000     5.967     5.461    12.442     3.553     8.522    12.178     1.679    -2.820
   121.560    22.820    15.000     6.821    12.893    43.116     4.228    20.904    49.364     1.613    -6.626
   121.560    22.820    20.000     7.247    13.536    50.619     4.563    23.525    57.946     1.588    -8.086
   121.560    22.820    25.000     7.278     9.246    32.267     4.440    15.175    31.881     1.639    -5.147
   121.560    22.820    30.000     7.450     6.474    21.989     4.266     5.333    22.377     1.746     1.083
   121.560    22.820    35.000     7.757     4.853    26.526     4.380     2.313    37.838     1.771     2.483
   121.560    22.820    40.000     7.654     1.297    25.954     4.290    -1.898    16.450     1.784     3.257
   121.560    22.820    45.000     7.780      .856    22.557     4.304    -3.584    18.994     1.808     4.605
   121.560    22.820    50.000     7.874      .038    15.321     4.407    -3.249    13.333     1.787     3.398
   121.560    22.820    55.000     7.850     -.796     4.891     4.396    -3.997    12.529     1.786     3.334
   121.560    22.820    60.000     7.787    -2.112     1.831     4.386    -4.735     8.790     1.775     2.754
   121.560    22.820    65.000     7.985     -.150     9.948     4.451    -3.825    11.456     1.794     3.821
   121.560    22.820    70.000     8.127     1.095     8.944     4.486    -3.568    10.056     1.812     4.836
   121.560    22.820    80.000     8.173      .901    10.228     4.506    -3.882     7.832     1.814     4.977
   121.560    22.820    90.000     8.232      .858     4.929     4.623    -2.117     4.295     1.781     3.039
   121.560    22.820   100.000     8.385     1.908     9.264     4.726     -.756     6.248     1.774     2.684
   121.560    22.820   120.000     8.568     2.648     8.592     4.816     -.290     7.232     1.779     2.946
   121.560    22.820   140.000     8.454      .000      .004     4.892      .000      .053     1.728      .000
   121.560    22.820   170.000     8.525      .000      .000     4.933      .000      .000     1.728      .000
   121.560    22.820   200.000     8.725      .000      .000     5.049      .000      .000     1.728      .000
   121.560    22.820   250.000     8.800      .000      .000     5.093      .000      .000     1.728      .000
   121.560    22.820   300.000     8.900      .000      .000     5.150      .000      .000     1.728      .000
   121.560    22.900    -5.000     3.000      .000      .000     1.736      .000      .000     1.728      .000
   121.560    22.900      .000     3.847      .000      .000     2.226      .000      .000     1.728      .000
   121.560    22.900      .500     4.145      .000      .020     2.399      .000      .022     1.728      .000
   121.560    22.900     3.000     4.648      .000      .511     2.690      .000      .475     1.728      .000
   121.560    22.900     6.000     5.337     4.055     7.302     3.081     3.807     6.970     1.732      .239
   121.560    22.900    10.000     6.130     8.342    22.162     3.587     9.560    21.141     1.709    -1.112
   121.560    22.900    15.000     6.843    13.257    42.526     4.130    18.101    49.523     1.657    -4.102
   121.560    22.900    20.000     7.567    18.549    52.215     4.372    18.354    53.149     1.731      .165
   121.560    22.900    25.000     7.703    15.626    43.685     4.232     9.780    31.594     1.820     5.326
   121.560    22.900    30.000     7.703    10.090    26.974     4.177     3.136    19.677     1.844     6.743
   121.560    22.900    35.000     7.671     3.690    28.515     4.314      .771    29.173     1.778     2.897
   121.560    22.900    40.000     7.572      .212    15.677     4.266    -2.447    13.510     1.775     2.725
   121.560    22.900    45.000     7.850     1.763    20.519     4.302    -3.629    15.496     1.825     5.595
   121.560    22.900    50.000     8.033     2.058    21.237     4.405    -3.293    13.528     1.824     5.533
   121.560    22.900    55.000     7.952      .493    12.801     4.422    -3.429     9.710     1.798     4.061
   121.560    22.900    60.000     7.846    -1.370    10.659     4.411    -4.192     9.628     1.779     2.945
   121.560    22.900    65.000     7.891    -1.325     9.373     4.460    -3.630    15.079     1.769     2.391
   121.560    22.900    70.000     8.004     -.435     2.075     4.492    -3.439     9.130     1.782     3.111
   121.560    22.900    80.000     8.127      .333     5.535     4.529    -3.392     8.137     1.794     3.856
   121.560    22.900    90.000     8.170      .098     5.746     4.629    -1.990     4.334     1.765     2.131
   121.560    22.900   100.000     8.362     1.629     7.564     4.714    -1.008     8.534     1.774     2.663
   121.560    22.900   120.000     8.466     1.426     2.991     4.819     -.228    10.657     1.757     1.657
   121.560    22.900   140.000     8.454      .000      .000     4.892      .000      .170     1.728      .000
   121.560    22.900   170.000     8.525      .000      .000     4.933      .000      .000     1.728      .000
   121.560    22.900   200.000     8.725      .000      .000     5.049      .000      .000     1.728      .000
   121.560    22.900   250.000     8.800      .000      .000     5.093      .000      .000     1.728      .000
   121.560    22.900   300.000     8.900      .000      .000     5.150      .000      .000     1.728      .000
   121.560    22.980    -5.000     3.000      .000      .000     1.736      .000      .000     1.728      .000
   121.560    22.980      .000     3.847      .000      .237     2.226      .000      .236     1.728      .000
   121.560    22.980      .500     4.166      .507     1.851     2.396     -.125     1.820     1.739      .632
   121.560    22.980     3.000     4.809     3.464     7.001     2.704      .520     6.798     1.778     2.928
   121.560    22.980     6.000     5.455     6.356    12.498     3.142     5.863    12.577     1.736      .466
   121.560    22.980    10.000     6.243    10.339    25.511     3.732    13.989    24.161     1.673    -3.202
   121.560    22.980    15.000     6.824    12.943    38.204     4.222    20.732    48.682     1.616    -6.452
   121.560    22.980    20.000     7.397    15.886    43.332     4.231    14.537    50.019     1.748     1.178
   121.560    22.980    25.000     7.837    17.637    53.730     4.116     6.770    36.025     1.904    10.178
   121.560    22.980    30.000     8.364    19.537    66.733     4.134     2.074    16.346     2.023    17.108
   121.560    22.980    35.000     7.935     7.259    18.047     4.241     -.934    23.083     1.871     8.270
   121.560    22.980    40.000     7.484     -.953    14.053     4.208    -3.773    12.780     1.779     2.931
   121.560    22.980    45.000     7.683     -.402    15.336     4.272    -4.301    16.159     1.798     4.074
   121.560    22.980    50.000     7.783    -1.118     6.516     4.354    -4.413    10.846     1.788     3.447
   121.560    22.980    55.000     7.876     -.468    10.050     4.405    -3.800    10.195     1.788     3.464
   121.560    22.980    60.000     7.938     -.214    20.527     4.417    -4.062     9.169     1.797     4.011
   121.560    22.980    65.000     7.900    -1.213    11.592     4.498    -2.809    10.758     1.756     1.642
   121.560    22.980    70.000     7.874    -2.052     7.785     4.487    -3.547    13.433     1.755     1.549
   121.560    22.980    80.000     8.001    -1.222     4.623     4.513    -3.733     5.335     1.773     2.608
   121.560    22.980    90.000     8.141     -.257     6.954     4.607    -2.456     8.476     1.767     2.254
   121.560    22.980   100.000     8.330     1.240     7.089     4.724     -.798     8.650     1.763     2.054
   121.560    22.980   120.000     8.402      .659     4.265     4.835      .104     4.510     1.738      .555
   121.560    22.980   140.000     8.454      .000      .000     4.892      .000      .006     1.728      .000
   121.560    22.980   170.000     8.525      .000      .000     4.933      .000      .000     1.728      .000
   121.560    22.980   200.000     8.725      .000      .000     5.049      .000      .000     1.728      .000
   121.560    22.980   250.000     8.800      .000      .000     5.093      .000      .000     1.728      .000
   121.560    22.980   300.000     8.900      .000      .000     5.150      .000      .000     1.728      .000
   121.560    23.060    -5.000     3.000      .000      .000     1.736      .000      .000     1.728      .000
   121.560    23.060      .000     3.847      .000      .008     2.226      .000      .008     1.728      .000
   121.560    23.060      .500     4.145      .000      .156     2.399      .000      .154     1.728      .000
   121.560    23.060     3.000     4.853     4.410     1.822     2.772     3.048     1.815     1.751     1.322
   121.560    23.060     6.000     5.499     7.214     7.084     3.269    10.142     6.750     1.682    -2.658
   121.560    23.060    10.000     6.355    12.319    24.953     3.907    19.334    25.844     1.627    -5.879
   121.560    23.060    15.000     7.028    16.319    38.747     4.411    26.137    53.502     1.593    -7.783
   121.560    23.060    20.000     7.454    16.779    40.956     4.424    19.762    46.477     1.685    -2.491
   121.560    23.060    25.000     7.772    16.662    39.253     4.405    14.267    55.045     1.764     2.096
   121.560    23.060    30.000     8.104    15.821    68.467     4.392     8.444    41.675     1.845     6.802
   121.560    23.060    35.000     7.941     7.340    28.164     4.374     2.172    24.931     1.816     5.058
   121.560    23.060    40.000     7.438    -1.562    14.961     4.313    -1.372    22.578     1.725     -.192
   121.560    23.060    45.000     7.426    -3.733    10.405     4.380    -1.882    16.381     1.695    -1.887
   121.560    23.060    50.000     7.461    -5.209     4.692     4.367    -4.127     8.542     1.708    -1.128
   121.560    23.060    55.000     7.675    -3.008     6.883     4.390    -4.128     8.114     1.748     1.168
   121.560    23.060    60.000     7.840    -1.446     9.023     4.405    -4.322     5.058     1.780     3.007
   121.560    23.060    65.000     7.777    -2.751     4.518     4.427    -4.343     4.027     1.757     1.664
   121.560    23.060    70.000     7.731    -3.831     7.575     4.457    -4.192     9.177     1.735      .376
   121.560    23.060    80.000     7.873    -2.802     8.188     4.484    -4.352     7.842     1.756     1.620
   121.560    23.060    90.000     8.120     -.515     8.336     4.590    -2.816    14.619     1.769     2.368
   121.560    23.060   100.000     8.299      .863     9.322     4.748     -.294     8.445     1.748     1.160
   121.560    23.060   120.000     8.338     -.108     3.261     4.845      .311     1.850     1.721     -.417
   121.560    23.060   140.000     8.454      .000      .000     4.892      .000      .000     1.728      .000
   121.560    23.060   170.000     8.525      .000      .000     4.933      .000      .000     1.728      .000
   121.560    23.060   200.000     8.725      .000      .000     5.049      .000      .000     1.728      .000
   121.560    23.060   250.000     8.800      .000      .000     5.093      .000      .000     1.728      .000
   121.560    23.060   300.000     8.900      .000      .000     5.150      .000      .000     1.728      .000
   121.560    23.140    -5.000     3.000      .000      .000     1.736      .000      .000     1.728      .000
   121.560    23.140      .000     3.847      .000      .000     2.226      .000      .000     1.728      .000
   121.560    23.140      .500     4.145      .000      .000     2.399      .000      .000     1.728      .000
   121.560    23.140     3.000     4.648      .000      .000     2.690      .000      .000     1.728      .000
   121.560    23.140     6.000     5.299     3.314     1.291     3.216     8.356     1.481     1.648    -4.653
   121.560    23.140    10.000     6.369    12.566    13.382     3.946    20.525    17.523     1.614    -6.604
   121.560    23.140    15.000     7.510    24.297    46.078     4.577    30.884    67.117     1.641    -5.033
   121.560    23.140    20.000     8.310    30.190    65.945     4.569    23.687    55.070     1.819     5.257
   121.560    23.140    25.000     7.935    19.108    41.309     4.432    14.968    52.394     1.790     3.602
   121.560    23.140    30.000     7.837    12.005    55.043     4.381     8.173    43.903     1.789     3.543
   121.560    23.140    35.000     8.071     9.097    44.625     4.451     3.971    34.302     1.813     4.930
   121.560    23.140    40.000     7.741     2.448    23.764     4.455     1.875    40.388     1.738      .563
   121.560    23.140    45.000     7.723      .117    14.852     4.512     1.075    28.426     1.712     -.948
   121.560    23.140    50.000     7.642    -2.909     5.758     4.411    -3.161     7.321     1.732      .260
   121.560    23.140    55.000     7.675    -3.008     5.066     4.401    -3.887     5.175     1.744      .915
   121.560    23.140    60.000     7.668    -3.608     6.382     4.397    -4.496      .362     1.744      .930
   121.560    23.140    65.000     7.603    -4.927     5.878     4.387    -5.207     3.189     1.733      .296
   121.560    23.140    70.000     7.615    -5.274     9.827     4.422    -4.944     9.164     1.722     -.347
   121.560    23.140    80.000     7.806    -3.630     7.486     4.476    -4.522     8.305     1.744      .935
   121.560    23.140    90.000     8.106     -.686    10.556     4.605    -2.498    12.450     1.760     1.859
   121.560    23.140   100.000     8.243      .182     8.751     4.753     -.189     5.170     1.734      .372
   121.560    23.140   120.000     8.255    -1.102     1.257     4.843      .269     1.021     1.705    -1.368
   121.560    23.140   140.000     8.454      .000      .000     4.892      .000      .000     1.728      .000
   121.560    23.140   170.000     8.525      .000      .000     4.933      .000      .000     1.728      .000
   121.560    23.140   200.000     8.725      .000      .000     5.049      .000      .000     1.728      .000
   121.560    23.140   250.000     8.800      .000      .000     5.093      .000      .000     1.728      .000
   121.560    23.140   300.000     8.900      .000      .000     5.150      .000      .000     1.728      .000
   121.560    23.220    -5.000     3.000      .000      .000     1.736      .000      .000     1.728      .000
   121.560    23.220      .000     3.847      .000      .000     2.226      .000      .000     1.728      .000
   121.560    23.220      .500     4.145      .000      .000     2.399      .000      .000     1.728      .000
   121.560    23.220     3.000     4.648      .000      .001     2.690      .000      .003     1.728      .000
   121.560    23.220     6.000     5.121     -.156      .450     3.080     3.774      .698     1.663    -3.787
   121.560    23.220    10.000     5.838     3.181     8.638     3.569     9.010    12.295     1.636    -5.347
   121.560    23.220    15.000     6.988    15.657    29.298     4.160    18.959    42.309     1.680    -2.776
   121.560    23.220    20.000     8.539    33.777    94.219     4.614    24.905    85.878     1.851     7.103
   121.560    23.220    25.000     8.216    23.326    69.090     4.515    17.121    69.175     1.820     5.299
   121.560    23.220    30.000     7.402     5.788    34.931     4.330     6.914    37.920     1.709    -1.053
   121.560    23.220    35.000     7.482     1.135    37.575     4.417     3.177    45.428     1.694    -1.979
   121.560    23.220    40.000     7.465    -1.204    49.086     4.465     2.104    57.343     1.672    -3.240
   121.560    23.220    45.000     7.876     2.100    38.265     4.486      .493    26.732     1.756     1.599
   121.560    23.220    50.000     7.970     1.258    19.237     4.381    -3.820    10.117     1.819     5.279
   121.560    23.220    55.000     7.935      .278     4.115     4.342    -5.176    10.813     1.827     5.752
   121.560    23.220    60.000     7.675    -3.520     1.670     4.397    -4.496     3.170     1.746     1.022
   121.560    23.220    65.000     7.515    -6.027     1.106     4.361    -5.769     3.118     1.723     -.274
   121.560    23.220    70.000     7.524    -6.406     6.744     4.408    -5.245     4.868     1.707    -1.225
   121.560    23.220    80.000     7.769    -4.086    10.308     4.486    -4.309    11.061     1.732      .232
   121.560    23.220    90.000     8.072    -1.103    10.818     4.608    -2.435     9.285     1.752     1.365
   121.560    23.220   100.000     8.141    -1.057     6.726     4.723     -.819     5.136     1.724     -.240
   121.560    23.220   120.000     8.249    -1.174      .280     4.825     -.104      .751     1.710    -1.072
   121.560    23.220   140.000     8.454      .000      .000     4.892      .000      .000     1.728      .000
   121.560    23.220   170.000     8.525      .000      .000     4.933      .000      .000     1.728      .000
   121.560    23.220   200.000     8.725      .000      .000     5.049      .000      .000     1.728      .000
   121.560    23.220   250.000     8.800      .000      .000     5.093      .000      .000     1.728      .000
   121.560    23.220   300.000     8.900      .000      .000     5.150      .000      .000     1.728      .000
   121.560    23.300    -5.000     3.000      .000      .000     1.736      .000      .000     1.728      .000
   121.560    23.300      .000     3.847      .000      .000     2.226      .000      .000     1.728      .000
   121.560    23.300      .500     4.145      .000      .032     2.399      .000      .028     1.728      .000
   121.560    23.300     3.000     4.551    -2.087     1.110     2.640    -1.859      .935     1.724     -.233
   121.560    23.300     6.000     4.769    -7.019     6.271     2.894    -2.493     6.536     1.648    -4.641
   121.560    23.300    10.000     5.412    -4.348    11.640     3.317     1.313    14.921     1.632    -5.588
   121.560    23.300    15.000     6.302     4.303    20.158     3.750     7.235    24.466     1.681    -2.734
   121.560    23.300    20.000     7.612    19.254    50.988     4.065    10.043    47.612     1.873     8.370
   121.560    23.300    25.000     8.028    20.504    80.061     4.308    11.751    68.091     1.864     7.833
   121.560    23.300    30.000     7.500     7.189    45.475     4.247     4.864    51.725     1.766     2.217
   121.560    23.300    35.000     7.407      .122    50.550     4.300      .444    54.307     1.723     -.321
   121.560    23.300    40.000     7.304    -3.335    51.291     4.379      .137    62.801     1.668    -3.468
   121.560    23.300    45.000     7.639     -.972    26.033     4.391    -1.635    23.865     1.740      .674
   121.560    23.300    50.000     7.836     -.445    33.048     4.319    -5.181    12.041     1.814     4.995
   121.560    23.300    55.000     7.925      .152    26.073     4.296    -6.180     7.195     1.845     6.749
   121.560    23.300    60.000     7.763    -2.414     6.544     4.306    -6.473     7.739     1.803     4.340
   121.560    23.300    65.000     7.538    -5.740     6.775     4.348    -6.050     6.742     1.734      .330
   121.560    23.300    70.000     7.573    -5.797     5.393     4.434    -4.686     5.839     1.708    -1.165
   121.560    23.300    80.000     7.786    -3.877     9.384     4.501    -3.989    15.117     1.730      .117
   121.560    23.300    90.000     7.990    -2.107     9.404     4.567    -3.303     8.826     1.750     1.237
   121.560    23.300   100.000     7.955    -3.318     3.589     4.658    -2.184     4.728     1.708    -1.159
   121.560    23.300   120.000     8.347      .000      .370     4.809     -.435      .613     1.736      .437
   121.560    23.300   140.000     8.454      .000      .000     4.892      .000      .000     1.728      .000
   121.560    23.300   170.000     8.525      .000      .000     4.933      .000      .000     1.728      .000
   121.560    23.300   200.000     8.725      .000      .000     5.049      .000      .000     1.728      .000
   121.560    23.300   250.000     8.800      .000      .000     5.093      .000      .000     1.728      .000
   121.560    23.300   300.000     8.900      .000      .000     5.150      .000      .000     1.728      .000
   121.560    23.380    -5.000     3.000      .000      .000     1.736      .000      .000     1.728      .000
   121.560    23.380      .000     3.847      .000      .000     2.226      .000      .000     1.728      .000
   121.560    23.380      .500     4.145      .000      .075     2.399      .000      .062     1.728      .000
   121.560    23.380     3.000     4.453    -4.195     1.803     2.524    -6.171     1.659     1.764     2.106
   121.560    23.380     6.000     4.816    -6.103     7.543     2.800    -5.660     7.519     1.720     -.469
   121.560    23.380    10.000     5.335    -5.709    14.037     3.167    -3.268    16.275     1.685    -2.523
