Dimension:    76    61    27
      lon       lat       dep        vp        dvp      dws_p      vs        dvs      dws_s     VpVs     vpvst
   121.560    23.380    15.000     6.101      .976    20.775     3.572     2.145    21.649     1.708    -1.144
   121.560    23.380    20.000     7.239    13.411    71.746     3.886     5.198    58.914     1.863     7.807
   121.560    23.380    25.000     7.733    16.076    65.622     4.192     8.742    66.916     1.845     6.745
   121.560    23.380    30.000     7.673     9.661    69.106     4.182     3.259    72.694     1.835     6.200
   121.560    23.380    35.000     7.736     4.569    55.222     4.215    -1.542    51.016     1.835     6.206
   121.560    23.380    40.000     7.498     -.768    39.441     4.321    -1.189    52.349     1.735      .427
   121.560    23.380    45.000     7.671     -.557    34.427     4.322    -3.181    37.760     1.775     2.710
   121.560    23.380    50.000     7.634    -3.011    30.356     4.313    -5.313    16.546     1.770     2.431
   121.560    23.380    55.000     7.817    -1.213    27.484     4.316    -5.744    10.804     1.811     4.806
   121.560    23.380    60.000     7.829    -1.584    21.304     4.342    -5.691     8.947     1.803     4.355
   121.560    23.380    65.000     7.672    -4.064    13.276     4.396    -5.013     6.386     1.745      .999
   121.560    23.380    70.000     7.668    -4.615     7.164     4.460    -4.127    11.736     1.719     -.509
   121.560    23.380    80.000     7.817    -3.494     9.035     4.504    -3.925     9.888     1.736      .449
   121.560    23.380    90.000     7.890    -3.333     4.273     4.534    -4.002     6.054     1.740      .697
   121.560    23.380   100.000     7.812    -5.056     1.739     4.591    -3.591     4.222     1.702    -1.520
   121.560    23.380   120.000     8.347      .000      .419     4.830      .000      .296     1.728      .000
   121.560    23.380   140.000     8.454      .000      .000     4.892      .000      .000     1.728      .000
   121.560    23.380   170.000     8.525      .000      .000     4.933      .000      .000     1.728      .000
   121.560    23.380   200.000     8.725      .000      .000     5.049      .000      .000     1.728      .000
   121.560    23.380   250.000     8.800      .000      .000     5.093      .000      .000     1.728      .000
   121.560    23.380   300.000     8.900      .000      .000     5.150      .000      .000     1.728      .000
   121.560    23.460    -5.000     3.000      .000      .000     1.736      .000      .000     1.728      .000
   121.560    23.460      .000     3.847      .000      .000     2.226      .000      .000     1.728      .000
   121.560    23.460      .500     4.145      .000      .000     2.399      .000      .000     1.728      .000
   121.560    23.460     3.000     4.648      .000      .763     2.690      .000      .696     1.728      .000
   121.560    23.460     6.000     4.763    -7.136     2.614     2.875    -3.133     3.337     1.657    -4.132
   121.560    23.460    10.000     5.189    -8.289     6.837     3.228    -1.405     9.270     1.607    -6.982
   121.560    23.460    15.000     5.681    -5.975    17.317     3.542     1.287    23.149     1.604    -7.169
   121.560    23.460    20.000     6.398      .235    65.564     3.782     2.382    53.925     1.692    -2.097
   121.560    23.460    25.000     7.005     5.149    53.233     4.071     5.603    77.901     1.721     -.430
   121.560    23.460    30.000     7.488     7.017    77.760     4.051      .025    63.002     1.848     6.991
   121.560    23.460    35.000     7.657     3.501    70.322     4.227    -1.261    59.019     1.811     4.823
   121.560    23.460    40.000     7.321    -3.110    49.287     4.365     -.183    59.766     1.677    -2.933
   121.560    23.460    45.000     7.549    -2.139    49.302     4.417    -1.053    46.507     1.709    -1.098
   121.560    23.460    50.000     7.584    -3.646    36.972     4.387    -3.688    34.266     1.729      .044
   121.560    23.460    55.000     7.642    -3.425    20.382     4.368    -4.608    12.830     1.750     1.240
   121.560    23.460    60.000     7.801    -1.936    15.241     4.413    -4.149    10.992     1.768     2.308
   121.560    23.460    65.000     7.680    -3.964     6.486     4.456    -3.717     9.015     1.724     -.257
   121.560    23.460    70.000     7.666    -4.640     6.681     4.472    -3.869     7.928     1.714     -.802
   121.560    23.460    80.000     7.817    -3.494     8.637     4.502    -3.968     6.529     1.736      .493
   121.560    23.460    90.000     7.818    -4.215     2.187     4.534    -4.002     7.085     1.724     -.222
   121.560    23.460   100.000     7.747    -5.846     1.807     4.575    -3.927     4.910     1.693    -1.997
   121.560    23.460   120.000     8.294     -.635      .376     4.698    -2.733      .158     1.765     2.157
   121.560    23.460   140.000     8.454      .000      .000     4.892      .000      .000     1.728      .000
   121.560    23.460   170.000     8.525      .000      .000     4.933      .000      .000     1.728      .000
   121.560    23.460   200.000     8.725      .000      .000     5.049      .000      .000     1.728      .000
   121.560    23.460   250.000     8.800      .000      .000     5.093      .000      .000     1.728      .000
   121.560    23.460   300.000     8.900      .000      .000     5.150      .000      .000     1.728      .000
   121.560    23.540    -5.000     3.000      .000      .002     1.736      .000      .002     1.728      .000
   121.560    23.540      .000     3.847      .000      .854     2.226      .000      .853     1.728      .000
   121.560    23.540      .500     3.905    -5.790     1.648     2.299    -4.168     2.032     1.699    -1.692
   121.560    23.540     3.000     4.247    -8.627     5.083     2.609    -3.011     7.134     1.628    -5.791
   121.560    23.540     6.000     4.576   -10.782     9.259     2.972      .135    15.415     1.540   -10.902
   121.560    23.540    10.000     4.989   -11.824    16.219     3.389     3.513    23.765     1.472   -14.816
   121.560    23.540    15.000     5.730    -5.164    23.322     3.642     4.146    34.099     1.573    -8.940
   121.560    23.540    20.000     6.224    -2.491    73.626     3.876     4.927    60.152     1.606    -7.070
   121.560    23.540    25.000     6.104    -8.376    45.013     4.359    13.074   108.753     1.400   -18.970
   121.560    23.540    30.000     7.051      .772    80.787     3.946    -2.568    55.632     1.787     3.428
   121.560    23.540    35.000     7.254    -1.946    86.423     4.182    -2.313    75.524     1.735      .375
   121.560    23.540    40.000     7.223    -4.407    68.571     4.218    -3.544    77.032     1.712     -.894
   121.560    23.540    45.000     7.440    -3.552    48.367     4.436     -.627    60.017     1.677    -2.943
   121.560    23.540    50.000     7.733    -1.753    36.072     4.444    -2.437    32.425     1.740      .701
   121.560    23.540    55.000     7.815    -1.238    23.278     4.415    -3.582    20.838     1.770     2.430
   121.560    23.540    60.000     7.748    -2.602    23.545     4.427    -3.844    10.339     1.750     1.292
   121.560    23.540    65.000     7.616    -4.764     7.772     4.422    -4.451     7.579     1.722     -.328
   121.560    23.540    70.000     7.601    -5.448     8.077     4.442    -4.514    10.927     1.711     -.978
   121.560    23.540    80.000     7.775    -4.012     5.739     4.483    -4.373     5.026     1.734      .377
   121.560    23.540    90.000     7.833    -4.031      .966     4.541    -3.853     5.643     1.725     -.185
   121.560    23.540   100.000     7.805    -5.141     4.767     4.580    -3.822     7.692     1.704    -1.371
   121.560    23.540   120.000     8.329     -.216     1.161     4.683    -3.043     1.307     1.779     2.917
   121.560    23.540   140.000     8.454      .000      .000     4.892      .000      .000     1.728      .000
   121.560    23.540   170.000     8.525      .000      .000     4.933      .000      .000     1.728      .000
   121.560    23.540   200.000     8.725      .000      .000     5.049      .000      .000     1.728      .000
   121.560    23.540   250.000     8.800      .000      .000     5.093      .000      .000     1.728      .000
   121.560    23.540   300.000     8.900      .000      .000     5.150      .000      .000     1.728      .000
   121.560    23.620    -5.000     3.000      .000      .011     1.734     -.115      .011     1.730      .115
   121.560    23.620      .000     3.214   -16.454     3.422     1.734   -22.102     3.408     1.854     7.251
   121.560    23.620      .500     3.826    -7.696     5.858     2.123   -11.505     6.422     1.802     4.304
   121.560    23.620     3.000     4.229    -9.015    14.992     2.332   -13.309    16.517     1.813     4.953
   121.560    23.620     6.000     4.749    -7.409    20.630     2.628   -11.456    21.950     1.807     4.570
   121.560    23.620    10.000     5.619     -.689    28.948     3.023    -7.666    29.019     1.859     7.556
   121.560    23.620    15.000     6.653    10.113    56.350     3.414    -2.373    32.793     1.949    12.790
   121.560    23.620    20.000     6.214    -2.648    58.815     3.855     4.358    53.219     1.612    -6.713
   121.560    23.620    25.000     5.969   -10.402    36.301     4.434    15.019   109.051     1.346   -22.102
   121.560    23.620    30.000     7.297     4.288   108.087     4.088      .938    80.563     1.785     3.318
   121.560    23.620    35.000     7.381     -.230    96.442     4.145    -3.177    89.701     1.781     3.044
   121.560    23.620    40.000     7.755     2.634    78.708     4.252    -2.767    79.724     1.824     5.554
   121.560    23.620    45.000     7.601    -1.465    45.566     4.489      .560    75.874     1.693    -2.014
   121.560    23.620    50.000     7.666    -2.604    29.416     4.483    -1.581    33.361     1.710    -1.040
